Módulo: 32603
24645 → 0.838389
24646 → 0.526148
24647 → 0.445143
24648 → 0.674324
24649 → 0.635156
24650 → 0.976567
24651 → 0.016318
24652 → 0.773978
24653 → 0.576235
24654 → 0.960004
24655 → 0.200626
24656 → 0.106371
24657 → 0.082998
24658 → 0.109745
24659 → 0.656565
24660 → 0.616109
24661 → 0.738521
24662 → 0.548569
24663 → 0.256756
24664 → 0.648437
24665 → 0.234334
24666 → 0.836825
24667 → 0.260221
24668 → 0.237647
24669 → 0.399963
24670 → 0.993743
24671 → 0.936294
24672 → 0.170015
24673 → 0.902555
24674 → 0.434347
24675 → 0.838911
24676 → 0.614790
24677 → 0.514308
24678 → 0.432445
24679 → 0.515627
24680 → 0.656657
24681 → 0.631752
24682 → 0.397785
24683 → 0.623532
24684 → 0.000368
24685 → 0.062571
24686 → 0.637058
24687 → 0.299850
24688 → 0.974450
24689 → 0.656535
24690 → 0.610895
24691 → 0.852100
24692 → 0.856915
24693 → 0.675551
24694 → 0.843726
24695 → 0.433426
24696 → 0.682483
24697 → 0.022145
24698 → 0.764684
24699 → 0.996319
24700 → 0.374291
24701 → 0.629421
24702 → 0.001503
24703 → 0.255498
24704 → 0.434653
24705 → 0.891053
24706 → 0.479005
24707 → 0.430850
24708 → 0.244487
24709 → 0.562740
24710 → 0.665736
24711 → 0.175168
24712 → 0.778548
24713 → 0.353158
24714 → 0.036806
24715 → 0.257093
24716 → 0.705794
24717 → 0.984971
24718 → 0.445020
24719 → 0.653467
24720 → 0.089470
24721 → 0.209950
24722 → 0.691501
24723 → 0.555133
24724 → 0.372604
24725 → 0.342637
24726 → 0.248321
24727 → 0.214520
24728 → 0.468423
24729 → 0.631936
24730 → 0.429071
24731 → 0.942061
24732 → 0.150293
24733 → 0.549796
24734 → 0.465325
24735 → 0.105297
24736 → 0.900500
24737 → 0.084992
24738 → 0.448670
24739 → 0.273963
24740 → 0.573628
24741 → 0.516793
24742 → 0.854799
24743 → 0.315768
24744 → 0.680643
24745 → 0.709291
24746 → 0.579395
24747 → 0.497071
24748 → 0.502040
24749 → 0.346747
24750 → 0.947029
24751 → 0.995000
24752 → 0.150078
24753 → 0.513296
24754 → 0.260375
24755 → 0.263718
24756 → 0.832071
24757 → 0.452014
24758 → 0.842315
24759 → 0.193571
24760 → 0.907094
24761 → 0.206055
24762 → 0.029292
24763 → 0.979603
24764 → 0.532528
24765 → 0.529706
24766 → 0.049995
24767 → 0.499218
24768 → 0.867037
24769 → 0.396252
24770 → 0.362819
24771 → 0.679293
24772 → 0.479864
24773 → 0.576849
24774 → 0.064289
24775 → 0.929056
24776 → 0.939453
24777 → 0.707082
24778 → 0.203969
24779 → 0.674723
24780 → 0.702941
24781 → 0.500046
24782 → 0.007821
24783 → 0.329632
24784 → 0.037481
24785 → 0.371806
24786 → 0.207067
24787 → 0.201362
24788 → 0.231512
24789 → 0.357114
24790 → 0.709444
24791 → 0.605466
24792 → 0.929178
24793 → 0.960310
24794 → 0.252768
24795 → 0.970586
24796 → 0.999540
24797 → 0.921786
24798 → 0.703678
24799 → 0.625188
24800 → 0.281937
24801 → 0.929332
24802 → 0.986382
24803 → 0.684876
24804 → 0.428856
24805 → 0.905561
24806 → 0.945342
24807 → 0.708217
24808 → 0.396896
24809 → 0.472318
24810 → 0.294145
24811 → 0.004601
24812 → 0.782137
24813 → 0.963224
24814 → 0.748121
24815 → 0.180628
24816 → 0.706683
24817 → 0.136184
24818 → 0.151244
24819 → 0.711438
24820 → 0.944392
24821 → 0.546575
24822 → 0.917830
24823 → 0.031040
24824 → 0.276815
24825 → 0.058553
24826 → 0.953992
24827 → 0.178634
24828 → 0.367758
24829 → 0.518787
24830 → 0.193725
24831 → 0.933166
24832 → 0.638162
24833 → 0.487562
24834 → 0.885624
24835 → 0.556084
24836 → 0.534245
24837 → 0.821704
24838 → 0.689599
24839 → 0.231850
24840 → 0.414471
24841 → 0.460080
24842 → 0.213661
24843 → 0.322424
24844 → 0.812134
24845 → 0.062755
24846 → 0.668343
24847 → 0.618379
24848 → 0.124375
24849 → 0.143760
24850 → 0.439162
24851 → 0.657547
24852 → 0.782965
24853 → 0.104009
24854 → 0.681502
24855 → 0.855289
24856 → 0.399196
24857 → 0.863387
24858 → 0.775757
24859 → 0.878661
24860 → 0.372450
24861 → 0.316566
24862 → 0.816213
24863 → 0.756249
24864 → 0.562402
24865 → 0.608380
24866 → 0.424531
24867 → 0.170352
24868 → 0.959912
24869 → 0.184983
24870 → 0.447106
24871 → 0.008036
24872 → 0.366132
24873 → 0.242432
24874 → 0.213385
24875 → 0.275496
24876 → 0.834340
24877 → 0.837868
24878 → 0.437506
24879 → 0.375978
24880 → 0.916204
24881 → 0.754685
24882 → 0.296476
24883 → 0.400883
24884 → 0.150170
24885 → 0.528939
24886 → 0.919639
24887 → 0.338680
24888 → 0.575683
24889 → 0.866147
24890 → 0.245039
24891 → 0.656596
24892 → 0.621323
24893 → 0.624942
24894 → 0.240223
24895 → 0.837960
24896 → 0.453148
24897 → 0.035242
24898 → 0.991166
24899 → 0.498298
24900 → 0.710609
24901 → 0.803607
24902 → 0.613195
24903 → 0.243168
24904 → 0.338527
24905 → 0.549612
24906 → 0.434040
24907 → 0.786768
24908 → 0.750575
24909 → 0.597767
24910 → 0.620403
24911 → 0.468515
24912 → 0.647578
24913 → 0.088335
24914 → 0.017023
24915 → 0.893905
24916 → 0.963930
24917 → 0.868049
24918 → 0.568322
24919 → 0.614729
24920 → 0.503880
24921 → 0.659602
24922 → 0.132319
24923 → 0.494249
24924 → 0.022329
24925 → 0.795970
24926 → 0.314848
24927 → 0.524216
24928 → 0.116646
24929 → 0.829770
24930 → 0.060945
24931 → 0.360703
24932 → 0.319510
24933 → 0.316781
24934 → 0.852713
24935 → 0.961200
24936 → 0.403981
24937 → 0.676809
24938 → 0.057510
24939 → 0.776708
24940 → 0.040303
24941 → 0.851517
24942 → 0.757844
24943 → 0.833543
24944 → 0.702297
24945 → 0.390547
24946 → 0.392970
24947 → 0.804895
24948 → 0.832193
24949 → 0.472871
24950 → 0.388001
24951 → 0.960188
24952 → 0.231911
24953 → 0.424900
24954 → 0.232923
24955 → 0.596970
24956 → 0.484833
24957 → 0.421556
24958 → 0.664571
24959 → 0.977027
24960 → 0.094531
24961 → 0.070300
24962 → 0.951047
24963 → 0.678066
24964 → 0.271294
24965 → 0.119989
24966 → 0.398123
24967 → 0.680888
24968 → 0.751005
24969 → 0.670766
24970 → 0.030304
24971 → 0.151673
24972 → 0.784437
24973 → 0.354293
24974 → 0.229733
24975 → 0.054688
24976 → 0.296997
24977 → 0.489526
24978 → 0.219336
24979 → 0.287059
24980 → 0.800110
24981 → 0.018771
24982 → 0.191117
24983 → 0.489955
24984 → 0.292335
24985 → 0.696960
24986 → 0.483268
24987 → 0.155630
24988 → 0.457075
24989 → 0.702665
24990 → 0.453118
24991 → 0.030028
24992 → 0.104745
24993 → 0.806644
24994 → 0.129405
24995 → 0.998896
24996 → 0.812287
24997 → 0.088826
24998 → 0.100451
24999 → 0.076649
25000 → 0.030396
25001 → 0.167316
25002 → 0.443701
25003 → 0.429255
25004 → 0.973346
25005 → 0.468822
25006 → 0.699721
25007 → 0.952550
25008 → 0.933564
25009 → 0.705947
25010 → 0.011042
25011 → 0.877128
25012 → 0.111738
25013 → 0.995491
25014 → 0.233506
25015 → 0.696040
25016 → 0.326841
25017 → 0.562985
25018 → 0.707450
25019 → 0.266540
25020 → 0.311781
25021 → 0.002791
25022 → 0.474496
25023 → 0.664356
25024 → 0.940527
25025 → 0.889581
25026 → 0.228721
25027 → 0.882618
25028 → 0.045088
25029 → 0.664939
25030 → 0.039598
25031 → 0.731589
25032 → 0.370150
25033 → 0.925498
25034 → 0.334601
25035 → 0.882189
25036 → 0.972088
25037 → 0.255038
25038 → 0.356440
25039 → 0.594731
25040 → 0.104193
25041 → 0.712787
25042 → 0.173818
25043 → 0.549121
25044 → 0.350612
25045 → 0.604024
25046 → 0.684109
25047 → 0.298500
25048 → 0.745023
25049 → 0.653989
25050 → 0.178112
25051 → 0.279115
25052 → 0.449621
25053 → 0.435604
25054 → 0.052695
25055 → 0.958071
25056 → 0.872128
25057 → 0.261816
25058 → 0.508788
25059 → 0.493881
25060 → 0.959758
25061 → 0.158912
25062 → 0.014999
25063 → 0.549765
25064 → 0.460111
25065 → 0.218876
25066 → 0.208846
25067 → 0.503788
25068 → 0.643959
25069 → 0.473055
25070 → 0.419287
25071 → 0.278717
25072 → 0.381836
25073 → 0.912125
25074 → 0.061191
25075 → 0.402417
25076 → 0.410882
25077 → 0.850014
25078 → 0.502346
25079 → 0.398890
25080 → 0.811244
25081 → 0.911542
25082 → 0.962120
25083 → 0.560409
25084 → 0.269454
25085 → 0.807134
25086 → 0.212833
25087 → 0.181640
25088 → 0.878753
25089 → 0.388093
25090 → 0.975830
25091 → 0.891176
25092 → 0.499862
25093 → 0.976536
25094 → 0.011103
25095 → 0.887556
25096 → 0.884581
25097 → 0.378799
25098 → 0.395914
25099 → 0.305463
25100 → 0.928657
25101 → 0.871668
25102 → 0.183603
25103 → 0.212465
25104 → 0.119069
25105 → 0.241696
25106 → 0.088243
25107 → 0.001380
25108 → 0.234641
25109 → 0.888967
25110 → 0.124436
25111 → 0.154188
25112 → 0.212005
25113 → 0.040855
25114 → 0.945373
25115 → 0.713431
25116 → 0.283317
25117 → 0.163973
25118 → 0.875349
25119 → 0.809312
25120 → 0.583045
25121 → 0.117566
25122 → 0.986198
25123 → 0.653590
25124 → 0.110327
25125 → 0.755636
25126 → 0.458117
25127 → 0.879950
25128 → 0.591449
25129 → 0.546269
25130 → 0.865687
25131 → 0.166825
25132 → 0.360274
25133 → 0.246511
25134 → 0.906880
25135 → 0.169555
25136 → 0.824341
25137 → 0.138024
25138 → 0.464098
25139 → 0.896727
25140 → 0.443640
25141 → 0.418826
25142 → 0.200503
25143 → 0.085514
25144 → 0.537313
25145 → 0.343128
25146 → 0.331749
25147 → 0.397264
25148 → 0.534889
25149 → 0.931203
25150 → 0.304451
25151 → 0.756587
25152 → 0.619759
25153 → 0.359016
25154 → 0.032727
25155 → 0.563598
25156 → 0.811735
25157 → 0.994970
25158 → 0.144864
25159 → 0.626875
25160 → 0.568721
25161 → 0.682514
25162 → 0.027359
25163 → 0.651106
25164 → 0.687973
25165 → 0.955495
25166 → 0.434132
25167 → 0.802411
25168 → 0.409840
25169 → 0.672730
25170 → 0.364016
25171 → 0.882649
25172 → 0.050302
25173 → 0.551360
25174 → 0.731252
25175 → 0.312793
25176 → 0.174861
25177 → 0.726406
25178 → 0.488943
25179 → 0.120265
25180 → 0.445051
25181 → 0.658682
25182 → 0.975892
25183 → 0.901604
25184 → 0.272705
25185 → 0.359844
25186 → 0.173512
25187 → 0.496979
25188 → 0.486397
25189 → 0.687483
25190 → 0.872067
25191 → 0.251388
25192 → 0.735945
25193 → 0.110573
25194 → 0.797350
25195 → 0.549489
25196 → 0.413183
25197 → 0.241082
25198 → 0.983959
25199 → 0.272950
25200 → 0.401558
25201 → 0.264884
25202 → 0.030212
25203 → 0.136030
25204 → 0.125173
25205 → 0.279330
25206 → 0.486121
25207 → 0.640555
25208 → 0.894274
25209 → 0.026501
25210 → 0.505107
25211 → 0.868172
25212 → 0.589179
25213 → 0.160415
25214 → 0.270497
25215 → 0.984419
25216 → 0.351164
25217 → 0.697881
25218 → 0.639696
25219 → 0.748275
25220 → 0.206699
25221 → 0.138791
25222 → 0.594454
25223 → 0.057265
25224 → 0.734994
25225 → 0.948931
25226 → 0.318284
25227 → 0.108211
25228 → 0.395853
25229 → 0.295034
25230 → 0.155814
25231 → 0.488360
25232 → 0.021194
25233 → 0.603043
25234 → 0.517253
25235 → 0.933012
25236 → 0.612091
25237 → 0.055455
25238 → 0.427353
25239 → 0.650063
25240 → 0.510689
25241 → 0.817164
25242 → 0.917891
25243 → 0.041469
25244 → 0.049658
25245 → 0.441861
25246 → 0.116400
25247 → 0.788056
25248 → 0.969573
25249 → 0.827470
25250 → 0.669877
25251 → 0.879091
25252 → 0.445450
25253 → 0.726467
25254 → 0.499371
25255 → 0.893108
25256 → 0.828359
25257 → 0.821090
25258 → 0.585314
25259 → 0.503420
25260 → 0.581388
25261 → 0.835997
25262 → 0.119437
25263 → 0.304266
25264 → 0.725301
25265 → 0.301230
25266 → 0.209091
25267 → 0.545502
25268 → 0.735331
25269 → 0.006288
25270 → 0.068920
25271 → 0.716406
25272 → 0.789099
25273 → 0.146858
25274 → 0.965801
25275 → 0.186118
25276 → 0.640033
25277 → 0.805631
25278 → 0.957335
25279 → 0.746986
25280 → 0.987701
25281 → 0.909088
25282 → 0.544981
25283 → 0.646689
25284 → 0.937122
25285 → 0.310800
25286 → 0.835935
25287 → 0.109008
25288 → 0.531423
25289 → 0.341993
25290 → 0.138822
25291 → 0.599669
25292 → 0.943686
25293 → 0.426648
25294 → 0.530135
25295 → 0.122995
25296 → 0.909119
25297 → 0.550195
25298 → 0.533110
25299 → 0.628776
25300 → 0.892004
25301 → 0.640647
25302 → 0.909916
25303 → 0.685765
25304 → 0.580069
25305 → 0.611784
25306 → 0.003313
25307 → 0.563138
25308 → 0.733521
25309 → 0.698647
25310 → 0.770052
25311 → 0.908812
25312 → 0.498052
25313 → 0.668896
25314 → 0.712235
25315 → 0.079962
25316 → 0.593534
25317 → 0.900837
25318 → 0.142349
25319 → 0.199307
25320 → 0.882158
25321 → 0.966874
25322 → 0.368616
25323 → 0.664785
25324 → 0.013526
25325 → 0.299482
25326 → 0.911879
25327 → 0.019477
25328 → 0.311045
25329 → 0.877649
25330 → 0.200380
25331 → 0.064657
25332 → 0.991627
25333 → 0.576511
25334 → 0.006932
25335 → 0.178419
25336 → 0.331258
25337 → 0.313836
25338 → 0.352146
25339 → 0.864736
25340 → 0.005184
25341 → 0.881207
25342 → 0.805233
25343 → 0.889550
25344 → 0.223507
25345 → 0.996197
25346 → 0.353434
25347 → 0.083735
25348 → 0.234886
25349 → 0.930681
25350 → 0.215808
25351 → 0.687421
25352 → 0.861638
25353 → 0.478545
25354 → 0.352636
25355 → 0.948164
25356 → 0.187927
25357 → 0.947674
25358 → 0.104500
25359 → 0.764930
25360 → 0.038033
25361 → 0.465663
25362 → 0.162654
25363 → 0.651136
25364 → 0.693188
25365 → 0.841916
25366 → 0.125786
25367 → 0.383615
25368 → 0.214551
25369 → 0.473637
25370 → 0.518357
25371 → 0.120725
25372 → 0.523265
25373 → 0.955004
25374 → 0.350704
25375 → 0.619667
25376 → 0.343373
25377 → 0.373463
25378 → 0.488636
25379 → 0.068123
25380 → 0.580836
25381 → 0.742140
25382 → 0.163850
25383 → 0.854492
25384 → 0.263626
25385 → 0.816428
25386 → 0.792749
25387 → 0.767353
25388 → 0.449959
25389 → 0.492961
25390 → 0.803331
25391 → 0.566267
25392 → 0.265374
25393 → 0.113640
25394 → 0.318774
25395 → 0.191639
25396 → 0.578597
25397 → 0.361500
25398 → 0.455081
25399 → 0.363740
25400 → 0.835721
25401 → 0.072509
25402 → 0.326473
25403 → 0.500414
25404 → 0.070392
25405 → 0.966690
25406 → 0.337331
25407 → 0.346256
25408 → 0.863602
25409 → 0.812257
25410 → 0.083612
25411 → 0.214029
25412 → 0.384995
25413 → 0.449192
25414 → 0.362605
25415 → 0.642794
25416 → 0.274913
25417 → 0.735270
25418 → 0.995859
25419 → 0.296077
25420 → 0.333098
25421 → 0.626691
25422 → 0.537435
25423 → 0.363985
25424 → 0.877435
25425 → 0.163881
25426 → 0.859706
25427 → 0.150048
25428 → 0.508082
25429 → 0.373953
25430 → 0.572064
25431 → 0.250866
25432 → 0.647302
25433 → 0.041407
25434 → 0.039230
25435 → 0.669018
25436 → 0.733092
25437 → 0.625648
25438 → 0.360151
25439 → 0.225654
25440 → 0.361194
25441 → 0.402938
25442 → 0.499525
25443 → 0.919179
25444 → 0.260467
25445 → 0.279361
25446 → 0.491335
25447 → 0.526976
25448 → 0.585928
25449 → 0.607705
25450 → 0.309818
25451 → 0.669080
25452 → 0.743521
25453 → 0.398491
25454 → 0.743459
25455 → 0.388062
25456 → 0.970616
25457 → 0.004754
25458 → 0.808208
25459 → 0.395332
25460 → 0.206392
25461 → 0.086648
25462 → 0.730240
25463 → 0.140723
25464 → 0.922952
25465 → 0.901819
25466 → 0.309205
25467 → 0.564795
25468 → 0.015091
25469 → 0.565408
25470 → 0.119376
25471 → 0.293838
25472 → 0.952458
25473 → 0.917922
25474 → 0.046683
25475 → 0.936080
25476 → 0.133515
25477 → 0.697605
25478 → 0.592768
25479 → 0.770481
25480 → 0.981811
25481 → 0.907953
25482 → 0.352053
25483 → 0.849094
25484 → 0.345919
25485 → 0.806245
25486 → 0.061620
25487 → 0.475416
25488 → 0.820783
25489 → 0.533172
25490 → 0.639205
25491 → 0.664847
25492 → 0.023955
25493 → 0.072325
25494 → 0.295188
25495 → 0.181885
25496 → 0.920467
25497 → 0.479465
25498 → 0.509064
25499 → 0.540809
25500 → 0.937552
25501 → 0.383799
25502 → 0.245836
25503 → 0.792166
25504 → 0.668282
25505 → 0.607950
25506 → 0.351532
25507 → 0.760451
25508 → 0.276754
25509 → 0.048124
25510 → 0.181149
25511 → 0.795326
25512 → 0.205349
25513 → 0.909364
25514 → 0.591909
25515 → 0.624482
25516 → 0.162010
25517 → 0.541637
25518 → 0.078336
25519 → 0.317179
25520 → 0.920498
25521 → 0.484679
25522 → 0.395485
25523 → 0.232463
25524 → 0.518756
25525 → 0.188510
25526 → 0.046744
25527 → 0.946508
25528 → 0.906358
25529 → 0.080913
25530 → 0.755176
25531 → 0.379904
25532 → 0.583627
25533 → 0.216637
25534 → 0.828206
25535 → 0.795019
25536 → 0.153207
25537 → 0.045149
25538 → 0.675367
25539 → 0.812441
25540 → 0.114897
25541 → 0.532558
25542 → 0.534920
25543 → 0.936417
25544 → 0.190872
25545 → 0.448241
25546 → 0.200963
25547 → 0.163727
25548 → 0.833635
25549 → 0.717940
25550 → 0.049811
25551 → 0.467932
25552 → 0.548508
25553 → 0.246327
25554 → 0.875594
25555 → 0.851026
25556 → 0.674416
25557 → 0.650799
25558 → 0.635831
25559 → 0.091280
25560 → 0.517590
25561 → 0.990369
25562 → 0.362727
25563 → 0.663651
25564 → 0.820599
25565 → 0.501886
25566 → 0.320676
25567 → 0.514922
25568 → 0.536730
25569 → 0.244057
25570 → 0.489740
25571 → 0.255835
25572 → 0.492010
25573 → 0.641689
25574 → 0.087201
25575 → 0.824096
25576 → 0.096310
25577 → 0.372726
25578 → 0.363494
25579 → 0.794007
25580 → 0.981137
25581 → 0.793240
25582 → 0.850781
25583 → 0.632703
25584 → 0.559427
25585 → 0.102598
25586 → 0.441646
25587 → 0.079901
25588 → 0.583106
25589 → 0.127994
25590 → 0.759041
25591 → 0.036898
25592 → 0.272736
25593 → 0.365058
25594 → 0.059933
25595 → 0.188633
25596 → 0.067601
25597 → 0.492194
25598 → 0.672975
25599 → 0.405730
25600 → 0.974021
25601 → 0.583535
25602 → 0.200994
25603 → 0.168942
25604 → 0.720056
25605 → 0.409594
25606 → 0.631016
25607 → 0.272644
25608 → 0.349416
25609 → 0.400669
25610 → 0.113671
25611 → 0.323989
25612 → 0.078060
25613 → 0.270251
25614 → 0.942705
25615 → 0.259792
25616 → 0.164647
25617 → 0.990062
25618 → 0.310585
25619 → 0.799436
25620 → 0.904058
25621 → 0.689844
25622 → 0.273564
25623 → 0.505843
25624 → 0.993313
25625 → 0.863295
25626 → 0.760114
25627 → 0.219397
25628 → 0.297488
25629 → 0.572953
25630 → 0.402080
25631 → 0.353526
25632 → 0.099377
25633 → 0.894151
25634 → 0.005644
25635 → 0.959421
25636 → 0.101555
25637 → 0.264362
25638 → 0.941570
25639 → 0.066865
25640 → 0.367052
25641 → 0.398859
25642 → 0.806030
25643 → 0.025120
25644 → 0.270466
25645 → 0.979204
25646 → 0.464743
25647 → 0.006226
25648 → 0.058492
25649 → 0.943563
25650 → 0.405791
25651 → 0.984449
25652 → 0.356378
25653 → 0.584302
25654 → 0.331350
25655 → 0.329479
25656 → 0.011410
25657 → 0.939699
25658 → 0.748796
25659 → 0.295341
25660 → 0.207956
25661 → 0.352575
25662 → 0.937736
25663 → 0.415085
25664 → 0.564365
25665 → 0.942091
25666 → 0.155507
25667 → 0.436218
25668 → 0.156979
25669 → 0.686501
25670 → 0.705211
25671 → 0.885900
25672 → 0.603012
25673 → 0.512039
25674 → 0.046591
25675 → 0.920437
25676 → 0.474251
25677 → 0.622642
25678 → 0.849155
25679 → 0.356348
25680 → 0.579088
25681 → 0.444928
25682 → 0.637825
25683 → 0.430206
25684 → 0.134988
25685 → 0.947888
25686 → 0.140999
25687 → 0.969880
25688 → 0.879612
25689 → 0.534092
25690 → 0.795632
25691 → 0.257492
25692 → 0.773579
25693 → 0.508450
25694 → 0.436524
25695 → 0.209122
25696 → 0.550716
25697 → 0.621753
25698 → 0.697942
25699 → 0.650124
25700 → 0.521118
25701 → 0.590007
25702 → 0.301199
25703 → 0.203877
25704 → 0.659080
25705 → 0.043677
25706 → 0.425084
25707 → 0.264209
25708 → 0.915499
25709 → 0.634758
25710 → 0.908781
25711 → 0.492838
25712 → 0.782474
25713 → 0.020581
25714 → 0.498758
25715 → 0.788823
25716 → 0.099929
25717 → 0.988007
25718 → 0.961231
25719 → 0.409195
25720 → 0.563230
25721 → 0.749164
25722 → 0.357912
25723 → 0.845014
25724 → 0.652425
25725 → 0.912186
25726 → 0.071619
25727 → 0.175260
25728 → 0.794191
25729 → 0.012422
25730 → 0.111769
25731 → 0.000705
25732 → 0.119928
25733 → 0.387694
25734 → 0.908045
25735 → 0.367696
25736 → 0.508358
25737 → 0.420882
25738 → 0.549857
25739 → 0.475754
25740 → 0.878140
25741 → 0.283808
25742 → 0.247401
25743 → 0.058093
25744 → 0.875778
25745 → 0.882311
25746 → 0.992945
25747 → 0.800724
25748 → 0.123056
25749 → 0.919547
25750 → 0.323038
25751 → 0.916419
25752 → 0.791185
25753 → 0.501426
25754 → 0.242462
25755 → 0.218600
25756 → 0.161918
25757 → 0.525995
25758 → 0.419072
25759 → 0.242217
25760 → 0.176886
25761 → 0.070546
25762 → 0.992761
25763 → 0.769438
25764 → 0.804527
25765 → 0.769622
25766 → 0.835813
25767 → 0.088151
25768 → 0.985738
25769 → 0.575376
25770 → 0.814005
25771 → 0.380824
25772 → 0.740055
25773 → 0.809281
25774 → 0.577830
25775 → 0.231144
25776 → 0.294543
25777 → 0.072386
25778 → 0.305616
25779 → 0.954728
25780 → 0.303776
25781 → 0.641873
25782 → 0.118486
25783 → 0.142625
25784 → 0.246235
25785 → 0.859952
25786 → 0.191761
25787 → 0.599454
25788 → 0.907186
25789 → 0.221697
25790 → 0.688556
25791 → 0.054566
25792 → 0.276140
25793 → 0.943840
25794 → 0.452719
25795 → 0.962243
25796 → 0.581266
25797 → 0.815140
25798 → 0.573751
25799 → 0.537650
25800 → 0.400485
25801 → 0.082385
25802 → 0.005460
25803 → 0.928135
25804 → 0.783026
25805 → 0.114437
25806 → 0.454345
25807 → 0.238598
25808 → 0.561605
25809 → 0.472809
25810 → 0.377573
25811 → 0.187345
25812 → 0.848603
25813 → 0.262491
25814 → 0.623501
25815 → 0.995154
25816 → 0.176149
25817 → 0.945404
25818 → 0.718646
25819 → 0.169739
25820 → 0.855627
25821 → 0.456553
25822 → 0.614023
25823 → 0.383952
25824 → 0.271907
25825 → 0.224274
25826 → 0.126553
25827 → 0.513971
25828 → 0.375088
25829 → 0.764991
25830 → 0.048462
25831 → 0.238506
25832 → 0.545962
25833 → 0.813545
25834 → 0.302610
25835 → 0.443732
25836 → 0.434469
25837 → 0.859768
25838 → 0.160476
25839 → 0.280925
25840 → 0.757262
25841 → 0.734472
25842 → 0.860289
25843 → 0.249118
25844 → 0.350090
25845 → 0.515382
25846 → 0.614943
25847 → 0.540380
25848 → 0.864552
25849 → 0.973898
25850 → 0.562678
25851 → 0.655308
25852 → 0.402325
25853 → 0.395240
25854 → 0.190749
25855 → 0.427384
25856 → 0.655277
25857 → 0.397111
25858 → 0.508818
25859 → 0.499095
25860 → 0.846180
25861 → 0.850566
25862 → 0.596203
25863 → 0.354477
25864 → 0.261019
25865 → 0.373217
25866 → 0.446922
25867 → 0.976751
25868 → 0.047603
25869 → 0.092507
25870 → 0.726160
25871 → 0.447229
25872 → 0.028893
25873 → 0.911818
25874 → 0.009048
25875 → 0.538202
25876 → 0.494341
25877 → 0.037972
25878 → 0.455234
25879 → 0.389811
25880 → 0.267828
25881 → 0.530779
25882 → 0.232494
25883 → 0.523970
25884 → 0.074932
25885 → 0.738398
25886 → 0.527712
25887 → 0.711070
25888 → 0.881821
25889 → 0.909518
25890 → 0.617980
25891 → 0.056590
25892 → 0.620280
25893 → 0.447658
25894 → 0.101892
25895 → 0.321719
25896 → 0.692206
25897 → 0.675061
25898 → 0.760298
25899 → 0.250682
25900 → 0.616017
25901 → 0.722878
25902 → 0.889305
25903 → 0.181793
25904 → 0.904825
25905 → 0.820201
25906 → 0.434101
25907 → 0.797197
25908 → 0.523418
25909 → 0.981075
25910 → 0.782811
25911 → 0.077938
25912 → 0.249394
25913 → 0.397019
25914 → 0.493175
25915 → 0.839831
25916 → 0.771217
25917 → 0.106953
25918 → 0.182069
25919 → 0.951753
25920 → 0.797994
25921 → 0.658988
25922 → 0.028034
25923 → 0.765819
25924 → 0.189246
25925 → 0.171886
25926 → 0.220624
25927 → 0.506058
25928 → 0.029813
25929 → 0.068245
25930 → 0.601693
25931 → 0.287826
25932 → 0.930467
25933 → 0.179309
25934 → 0.482471
25935 → 0.020060
25936 → 0.410116
25937 → 0.719658
25938 → 0.341809
25939 → 0.107536
25940 → 0.281140
25941 → 0.793761
25942 → 0.939423
25943 → 0.701868
25944 → 0.317547
25945 → 0.983069
25946 → 0.121737
25947 → 0.695335
25948 → 0.206913
25949 → 0.175291
25950 → 0.799405
25951 → 0.898844
25952 → 0.803423
25953 → 0.581910
25954 → 0.924639
25955 → 0.188602
25956 → 0.062387
25957 → 0.605772
25958 → 0.981321
25959 → 0.824525
25960 → 0.169310
25961 → 0.782627
25962 → 0.046652
25963 → 0.930865
25964 → 0.247094
25965 → 0.005950
25966 → 0.011563
25967 → 0.965770
25968 → 0.180904
25969 → 0.753612
25970 → 0.113977
25971 → 0.376131
25972 → 0.942275
25973 → 0.186793
25974 → 0.754746
25975 → 0.306904
25976 → 0.173726
25977 → 0.533479
25978 → 0.691347
25979 → 0.529062
25980 → 0.940496
25981 → 0.884366
25982 → 0.342300
25983 → 0.190964
25984 → 0.463884
25985 → 0.860228
25986 → 0.238690
25987 → 0.577247
25988 → 0.132074
25989 → 0.452535
25990 → 0.930957
25991 → 0.262737
25992 → 0.665215
25993 → 0.086526
25994 → 0.709383
25995 → 0.595037
25996 → 0.156335
25997 → 0.577002
25998 → 0.090360
25999 → 0.361163
26000 → 0.397724
26001 → 0.613103
26002 → 0.227525
26003 → 0.679263
26004 → 0.474650
26005 → 0.690427
26006 → 0.372634
26007 → 0.347851
26008 → 0.134742
26009 → 0.906174
26010 → 0.049627
26011 → 0.436647
26012 → 0.229979
26013 → 0.096402
26014 → 0.388369
26015 → 0.022759
26016 → 0.868969
26017 → 0.724749
26018 → 0.207374
26019 → 0.253504
26020 → 0.095727
26021 → 0.273656
26022 → 0.521486
26023 → 0.652578
26024 → 0.938257
26025 → 0.503727
26026 → 0.633531
26027 → 0.700212
26028 → 0.035978
26029 → 0.116308
26030 → 0.772414
26031 → 0.310309
26032 → 0.752507
26033 → 0.926264
26034 → 0.464957
26035 → 0.042726
26036 → 0.263442
26037 → 0.785142
26038 → 0.474220
26039 → 0.617428
26040 → 0.962733
26041 → 0.664693
26042 → 0.997884
26043 → 0.640217
